idx,en,vn,word_type,word_type_vn
15667,orthovoltage,điện áp trung bình (140-400 kilovon trong X quang),n,danh từ
16308,adenotome,mở hạch (máy đo).,n,danh từ
16308,adenotome,nạo VA (cái),n,danh từ
16635,albuminoid,albuminoit. protein.,n,danh từ
16635,albuminoid,scleroprotein,n,danh từ
16747,ablate,bong. tách .,v,động từ
16747,ablate,cắt bỏ,v,động từ
16748,ablatio . ablation,bong. tách .,n,danh từ
16748,ablatio . ablation,cắt bỏ,n,danh từ
16793,absorptive,hấp thu được,a,tính từ
16793,absorptive,hấp thu,a,tính từ
16810,acantha,cột sống.,n,danh từ
16810,acantha,mỏm gai,n,danh từ
16845,acatamathesia,loạn tri ngôn.,n,danh từ
16845,acatamathesia,suy khả năng tri giác,n,danh từ
16948,achromatic,không làm bạc màu.,a,tính từ
16948,achromatic,khó bắt màu,a,tính từ
16948,achromatic,"tiêu sắc,acromatic",a,tính từ
16948,achromatic,chứa chất không màu.,a,tính từ
16948,achromatic,mù màu,a,tính từ
16956,achromatosis,thiếu sắc tố,n,danh từ
16956,achromatosis,không bắt màu,n,danh từ
17956,pennyweight,"penni[đơn vị trọng lượng = 24 grains (1.grain = 0,0648gam)]",n,danh từ
18048,perfusion,truyền dịch .,n,danh từ
18048,perfusion,dịch truyền,n,danh từ
18239,period,kỳ. thời kỳ. chu kỳ.,n,danh từ
18239,period,kinh nguyệt,n,danh từ
18467,peta-,-1015,pref.,tiền tố
18949,phototropism,hướng quang .,n,danh từ
18949,phototropism,đổi màu do ánh sáng,n,danh từ
19100,picopicogram,picopicogam (10-24  gam),n,danh từ
19129,pileus,bán cầu não.,n,danh từ
19129,pileus,màng bọc đầu thai nhi,n,danh từ
19177,pint,"pint (473,17ml)",n,danh từ
19328,plectrum,lưỡi gà.,n,danh từ
19328,plectrum,xương búa.,n,danh từ
19328,plectrum,mỏm trâm xương thái dương,n,danh từ
19404,plug,nút. đệm.,n,danh từ
19404,plug,phích cắm (điện),n,danh từ
19445,pneumatocele,thoát vị phổi.,n,danh từ
19445,pneumatocele,bướu khí.,n,danh từ
19445,pneumatocele,nang khí phổi,n,danh từ
19497,pneumography,giải phẫu học phổi.,n,danh từ
19497,pneumography,phế động ký.,n,danh từ
19497,pneumography,chụp bơm khí,n,danh từ
19586,pogoniasis,rậm râu .,n,danh từ
19586,pogoniasis,phụ nữ có râu,n,danh từ
20130,precursor,tiền chất. tiền thể.,n,danh từ
20130,precursor,tiền triệu,n,danh từ
20406,progestational,tiền kinh (thời kỳ),a,tính từ
20406,progestational,progestin,a,tính từ
20763,quart,"quart (lít Mỹ= 0,94635lít ; lít Anh =1,13649 lít)",n,danh từ
20820,revivescence,sống lại. phục sinh .,n,danh từ
20820,revivescence,tái hiệh phản ứng,n,danh từ
21097,scruple 1,xcrup (đơn vị trọng lượng bằng : 1.296g),n,danh từ
21127,secretion,tiết  .,n,danh từ
21127,secretion,tiết (chất),n,danh từ
21187,semen,tinh dịch.,n,danh từ
21187,semen,hạt giống,n,danh từ
21197,semidecussation,nửa bắt chéo. bán giao thoa (sợi thần kinh).,n,danh từ
21197,semidecussation,bắt chéo bó tháp,n,danh từ
21259,sensorium,trung tâm thần kinh cảm giác,n,danh từ
21259,sensorium,trung tâm cảm giác.,n,danh từ
21259,sensorium,tâm trí. tri giác. ý thức,n,danh từ
21415,shin,mào xương chày.,n,danh từ
21415,shin,cẳng chân,n,danh từ
21829,suffusion,dâng tràn . thấm máu .,n,danh từ
21829,suffusion,khuếch tán. lan khắp,n,danh từ
21834,suggillation,vết bầm.,n,danh từ
21834,suggillation,vết tím tử thi,n,danh từ
21918,supernatant,nổi trên mặt .,"n,a","danh từ, tính từ"
21918,supernatant,dịch nổi trên mặt,"n,a","danh từ, tính từ"
22067,sycosis,sicozit.  viêm nang râu.,n,danh từ
22067,sycosis,loét mi mắt,n,danh từ
22390,tarsectomy,cắt bỏ sụn mi .,n,danh từ
22390,tarsectomy,cắt bỏ xương cổ chân,n,danh từ
22557,tenial,dải .,a,tính từ
22557,tenial,sán .,a,tính từ
22600,tera-,tera (1012),pref.,tiền tố
22769,therm,therm (đơn vị nhiệt. bằng 1000000 đơn vị nhiệt của Anh),n,danh từ
23165,torr,torr  (đơn vị áp lực bằng 1mmHg hay 1/760 atmofe),n,danh từ
23712,troy,"troy (31,1g)(đơn vị để cân vàng bạc)",n,danh từ
23833,turbinal,xoăn ốc (hình).,"n,a","danh từ, tính từ"
23833,turbinal,xương xoăn,"n,a","danh từ, tính từ"
23888,typhic,thương hàn .,a,tính từ
23888,typhic,sốt  rickettsia,a,tính từ
24405,uvula,luõi gà.,n,danh từ
24405,uvula,lưỡi gà màng hầu.,n,danh từ
24405,uvula,lưỡi thùy gian tiểu não,n,danh từ
24436,vagina,âm đạo.,n,danh từ
24436,vagina,bao. vỏ,n,danh từ
24566,vasoconstrictor,gây co mạch.,"n,a","danh từ, tính từ"
24566,vasoconstrictor,gây co mạch (tác nhân),"n,a","danh từ, tính từ"
24670,venosity,tăng máu tĩnh mạch .,n,danh từ
24670,venosity,cung cấp dồi dào máu tĩnh mạch,n,danh từ
24675,vent,lỗ thông. lỗ thoát. hậu môn.,n,danh từ
24675,vent,huyệt. lỗ (Động vật ),n,danh từ
24838,vibrator,rung (máy).,n,danh từ
24838,vibrator,máy xoa bóp,n,danh từ
24847,vibromasseur,rung xoa bóp (máy).,French,tiếng Pháp
24847,vibromasseur,rung xoa bóp tai (máy),French,tiếng Pháp
25234,hyalitis,viêm màng kính.,n,danh từ
25234,hyalitis,viêm thể kính,n,danh từ
25260,hydatoid,thủy dịch.,n,danh từ
25260,hydatoid,màng trong suốt,n,danh từ
25738,microprolactinoma,u tuyến yên tiết prolactin loại nhỏ (kính dưới 10mm),n,danh từ
25790,microunit,micro-đơn vị. vi đơn vị (10- 6 đơn vi chuẩn),n,danh từ
25948,radiant,tỏa tia,a,tính từ
25948,radiant,bức xạ nhiệt.,a,tính từ
25948,radiant,truyền bằng bức xạ,a,tính từ
25952,radical,tận gốc.,"n,a","danh từ, tính từ"
25952,radical,gốc (Hóa),"n,a","danh từ, tính từ"
26129,react,đáp ứng,v,động từ
26129,react,phản ứng,v,động từ
26147,receiver,bình hứng.,n,danh từ
26147,receiver,máy thu,n,danh từ
26169,rectification,hiệu chỉnh .,n,danh từ
26169,rectification,tinh cất .,n,danh từ
26169,rectification,chỉnh lưu,n,danh từ
26247,refresh,làm tươi mát.,v,động từ
26247,refresh,cắt trần vết thương),v,động từ
26262,regular,đều đặn. hợp thức. sschính quy,a,tính từ
26262,regular,thông thường. hằng ngày,a,tính từ
26365,resistance,trở lực. sức bền.,n,danh từ
26365,resistance,đề kháng .,n,danh từ
26365,resistance,điện trở.,n,danh từ
26365,resistance,kháng cự  (Tâm thần),n,danh từ
26380,rest,nghỉ ngơi.,n,danh từ
26380,rest,sót lại (phần).,n,danh từ
26430,retinol,rétinol. vitamine A1,n,danh từ
26448,retraction,co .,n,danh từ
26448,retraction,co kéo,n,danh từ
26780,inarticulate,không có khớp.,a,tính từ
26780,inarticulate,ú ớ. không nói rõ ràng,a,tính từ
26799,incisive,sắc bén.,a,tính từ
26799,incisive,răng cửa,a,tính từ
26822,incubus,bóng đè. ác mộng.,n,danh từ
26822,incubus,gánh nặng tinh thần,n,danh từ
26914,infolding,bọc. cuốn.,n,danh từ
26914,infolding,khâu bọc,n,danh từ
26968,infusion,ngâm  (thuốc); thuốc hãm.,n,danh từ
26968,infusion,tiêm. tiêm truyền,n,danh từ
27288,broach,trâm.,n,danh từ
27288,broach,châm gai (RHM),n,danh từ
27847,biometry,thống kê học sinh vật.,n,danh từ
27847,biometry,trù tính tuổi thọ,n,danh từ
28280,appendagitis,viêm phần phụ.,n,danh từ
28280,appendagitis,viêm bờm mạc nối,n,danh từ
28298,approximate,xấp xỉ. gần kề.,a.v,a.v
28298,approximate,ráp gần (vết thương),a.v,a.v
28512,arthrocele,sưng khớp ;,n,danh từ
28512,arthrocele,thoát vị màng hoạt dịch khớp,n,danh từ
28632,prosthesis,phục hình (khoa),n,danh từ
28632,prosthesis,bộ phận giả (răng giả. hàm giả. tay chân giả vv.),n,danh từ
29718,allotriodontia,trồng răng lại .,n,danh từ
29718,allotriodontia,răng lạc vị,n,danh từ
29907,amorphous,vô định hình.,a,tính từ
29907,amorphous,không kết tinh (Dược),a,tính từ
30085,sprue,"bệnh spru,",n,danh từ
30085,sprue,ống dẫn đúc (RHM),n,danh từ
30118,stage,giai đoạn.,n,danh từ
30118,stage,đĩa tiêu bản,n,danh từ
30145,staphyline,hình chùm nho.,a,tính từ
30145,staphyline,lưỡi gà,a,tính từ
30167,star,thể sao.,n,danh từ
30167,star,sao. hình sao,n,danh từ
30168,starch,tinh bột.,n,danh từ
30168,starch,hồ,n,danh từ
30207,steatosis,thoái hóa mỡ .,n,danh từ
30207,steatosis,bệnh tuyến bã nhờn,n,danh từ
30552,slant,ống thạch nghiêng.,n,danh từ
30552,slant,mẻ cấy nghiêng,n,danh từ
30881,spider,hình nhện.,"n,a","danh từ, tính từ"
30881,spider,nhện (con),"n,a","danh từ, tính từ"
31020,splicing,nối  DNA .,n,danh từ
31020,splicing,nối RNA,n,danh từ
31049,spongioblast,"nguyên bào xốp,  nguyên bào thần kinh đệm.",n,danh từ
31049,spongioblast,tế bào đuôi ngắn (của võng mạc),n,danh từ
31201,weber,vêbe  (đơn vị từ thông bằng 108 maxwel),n,danh từ
31365,anergic,vô ứng ; kháng phản vệ.,a,tính từ
31365,anergic,suy nhược,a,tính từ
31631,cytophylaxis,bảo vệ tế bào,n,danh từ
31631,cytophylaxis,tăng hoạt tính tế bào,n,danh từ
31632,cytophylactic,bảo vệ tế bào,a,tính từ
31632,cytophylactic,tăng hoạt tính tế bào,a,tính từ
32520,menorrhea,hành kinh.,n,danh từ
32520,menorrhea,đa kinh nguyệt,n,danh từ
32521,menorrheal,hành kinh.,a,tính từ
32521,menorrheal,đa kinh nguyệt,a,tính từ
32603,myelitis,viêm tủy xương.,n,danh từ
32603,myelitis,viêm tủy sống,n,danh từ
32604,myelitic,viêm tủy xương.,a,tính từ
32604,myelitic,viêm tủy sống,a,tính từ
32845,otocranium,phần xương tai trong.,n,danh từ
32845,otocranium,phần đá-chũm của xương thái dương,n,danh từ
32846,otocranial,phần xương tai trong.,a,tính từ
32846,otocranial,phần đá-chũm của xương thái dương,a,tính từ
33262,siderosis,bụi sắt phổi .,n,danh từ
33262,siderosis,nhiễm sắt mô .,n,danh từ
33262,siderosis,đa sắt-huyết,n,danh từ
33263,siderotic,bụi sắt phổi .,a,tính từ
33263,siderotic,nhiễm sắt mô .,a,tính từ
33263,siderotic,đa sắt-huyết,a,tính từ
33402,trichoma,quặm .,n,danh từ
33402,trichoma,rối tóc,n,danh từ
33403,trichomatous,quặm .,a,tính từ
33403,trichomatous,rối tóc,a,tính từ
33602,iatrochemistry,y hóa học (phái) (1525-1660),n,danh từ
33603,iatrochemical,y hóa học (phái) (1525-1660),a,tính từ
34235,dysacousma,giảm sút thính lực .,n,danh từ
34235,dysacousma,rối loạn thính âm,n,danh từ
34420,mesognathous,hàm trung bình (chỉ số 98-103),a,tính từ
34709,phytonadione,phytonadione. vitamin K1,n,danh từ
34935,hydrogenize,hydro hóa.,v,động từ
34935,hydrogenize,khử bằng hydro,v,động từ
34985,bradycardic,chậm nhịp tim  .,"n,a","danh từ, tính từ"
34985,bradycardic,chậm nhịp tim (thuốc),"n,a","danh từ, tính từ"
35168,anergia,vô ứng ; kháng phản vệ.,n,danh từ
35168,anergia,suy nhược,n,danh từ
35530,dysacusis,giảm sút thính lực .,n,danh từ
35530,dysacusis,rối loạn thính âm,n,danh từ
35531,dysacousia,giảm sút thính lực .,n,danh từ
35531,dysacousia,rối loạn thính âm,n,danh từ
35724,mesognathic,hàm trung bình (chỉ số 98-103),a,tính từ
36017,phytomenadione,phytonadione. vitamin K1,n,danh từ
36244,hydrogenate,hydro hóa.,v,động từ
36244,hydrogenate,khử bằng hydro,v,động từ
36289,bradycardiac,chậm nhịp tim  .,"n,a","danh từ, tính từ"
36289,bradycardiac,chậm nhịp tim (thuốc),"n,a","danh từ, tính từ"
36467,anergy,vô ứng ; kháng phản vệ.,n,danh từ
36467,anergy,suy nhược,n,danh từ
36833,dysacusis,giảm sút thính lực .,n,danh từ
36833,dysacusis,rối loạn thính âm,n,danh từ
36834,dysacousia,giảm sút thính lực .,n,danh từ
36834,dysacousia,rối loạn thính âm,n,danh từ
37027,mesognathic,hàm trung bình (chỉ số 98-103),a,tính từ
37320,phytomenadione,phytonadione. vitamin K1,n,danh từ
37547,hydrogenate,hydro hóa.,v,động từ
37547,hydrogenate,khử bằng hydro,v,động từ
37592,bradycardiac,chậm nhịp tim  .,"n,a","danh từ, tính từ"
37592,bradycardiac,chậm nhịp tim (thuốc),"n,a","danh từ, tính từ"
37770,anergy,vô ứng ; kháng phản vệ.,n,danh từ
37770,anergy,suy nhược,n,danh từ
38014,angor,đau thắt ngực ;,n,danh từ
38014,angor,hoảng hốt,n,danh từ
38015,angstrom,angstrom (1010   mét),n,danh từ
38053,cancroid,dạng ung thư.,"n,a","danh từ, tính từ"
38053,cancroid,ung thư biểu mô,"n,a","danh từ, tính từ"
38113,cava,khoang. ổ. hố.,n,danh từ
38113,cava,tĩnh mạch chủ,n,danh từ
38141,chemist,hóa học (nhà).,n,danh từ
38141,chemist,dược sĩ,n,danh từ
38156,chromatoscopy,kiểm nghiệm sắc thị .,n,danh từ
38156,chromatoscopy,kiểm nghiệm sắc niệu   (chẩn đoán chức năng thận qua màu nước tiểu),n,danh từ
38200,compromised,nguy cơ cao.,a,tính từ
38200,compromised,suy giảm miễn dịch,a,tính từ
38292,coronale,coronale ( điểm khớp trán-đỉnh ở cuối đường kính trán tối đa).,n,danh từ
38292,coronale,xương trán,n,danh từ
38299,costive,gây táo bón.,"n,a","danh từ, tính từ"
38299,costive,giảm nhu động ruột (chất),"n,a","danh từ, tính từ"
38349,damp,ẩm.,"n,a","danh từ, tính từ"
38349,damp,hơi ẩm .,"n,a","danh từ, tính từ"
38349,damp,khí mỏ,"n,a","danh từ, tính từ"
38356,decay,phân hủy. thối rửa .,n,danh từ
38356,decay,suy tàn,n,danh từ
38365,defecation,đại tiện ;,n,danh từ
38365,defecation,khử tạp,n,danh từ
38370,defluxion,chảy tràn,n,danh từ
38370,defluxion,rụng tóc đột ngột,n,danh từ
38376,deliriant,1. gây hoang tưởng; mê sảng (thuốc); người hoang tưởng. mê sảng,"n,a","danh từ, tính từ"
38397,dependent,phụ thuộc.,a,tính từ
38397,dependent,thỏng xuống,a,tính từ
38413,crus,1.cẳng chân; trụ,n,danh từ
38431,curing,tăng quá trình làm cứng .,n,danh từ
38431,curing,làm cứng.  trùng hợp hóa (RHM),n,danh từ
38462,deviant,lệch. bất thường.,"n,a","danh từ, tính từ"
38462,deviant,bất thường (người),"n,a","danh từ, tính từ"
38560,elementary,nguyên tố . yếu tố .,a,tính từ
38560,elementary,sơ đẳng. sơ cấp,a,tính từ
38563,elimination,lọai bỏ. lọai trừ. thải .,n,danh từ
38563,elimination,bài tiết,n,danh từ
38589,ectrotic,làm sẩy thai,a,tính từ
38589,ectrotic,ngưng tiến triển bệnh,a,tính từ
38598,enthetic,tính từ của enthesis.,a,tính từ
38598,enthetic,ngoại lai,a,tính từ
38607,ependymitis,viêm màng não thất.,n,danh từ
38607,ependymitis,viêm màng ống nội tủy,n,danh từ
38641,endothermy,thấu nhiệt .,n,danh từ
38641,endothermy,hằng nhiệt .,n,danh từ
38641,endothermy,điều nhiệt nội sinh,n,danh từ
38647,entelechy,hoàn thành (cái).,n,danh từ
38647,entelechy,sức sống. khả năng sinh sống,n,danh từ
38656,epithesis,chỉnh hình biến dạng chi .,n,danh từ
38656,epithesis,nẹp (cái),n,danh từ
38667,erratic,di chuyển .,a,tính từ
38667,erratic,thất thường. kỳ cục,a,tính từ
38745,fixator,cảm nhiễm thể.,n,danh từ
38745,fixator,cố định (máy đo) ; cơ cố định,n,danh từ
38852,fusion,nóng chảy .,n,danh từ
38852,fusion,gắn liền .,n,danh từ
38852,fusion,"hợp thị  
(Mắt).",n,danh từ
38852,fusion,làm cứng khớp,n,danh từ
38906,generator,vật sinh sản.,n,danh từ
38906,generator,máy phát điện,n,danh từ
38947,hematinic,hematin .,"n,a","danh từ, tính từ"
38947,hematinic,thuốc bổ máu,"n,a","danh từ, tính từ"
38967,hepatorrhea,1.tiết dịch gan,n,danh từ
38993,hircus,lông nách,n,danh từ
38993,hircus,bình nhĩ. bình tai,n,danh từ
38994,hirudinization,liệu pháp hirudin.,n,danh từ
38994,hirudinization,liệu pháp đỉa,n,danh từ
39021,hypochondriac,hạ sườn .;,"n,a","danh từ, tính từ"
39021,hypochondriac,bệnh tưởng . bệnh tưởng (bệnh nhân),"n,a","danh từ, tính từ"
39046,insolation,tắm nắng .,n,danh từ
39046,insolation,say nắng. cảm nắng,n,danh từ
39060,internalization,nhập tâm. nội tại hóa. nội thức hóa,n,danh từ
39060,internalization,nhập nội bào,n,danh từ
39099,isobar,đẳng áp (đường).,n,danh từ
39099,isobar,nguyên tố đồng khối (Hóa),n,danh từ
39107,isologous,đồng genotyp. đồng cấu trúc di truyền.,a,tính từ
39107,isologous,đồng cấu (Hóa),a,tính từ
39126,karyosome,thể nhân.,n,danh từ
39126,karyosome,nhiễm sắc thể,n,danh từ
39148,lactocele,nang sữa,n,danh từ
39148,lactocele,thủy tinh mạc dạng sữa. tràn dịch sữa,n,danh từ
39183,lipoferous,dẫn mỡ.,a,tính từ
39183,lipoferous,ưa Sudan (thuốc nhuộm),a,tính từ
39213,lyonization,khử hoạt   (phát sinh phôi).(DTH).,n,danh từ
39213,lyonization,dị  nhiễm sắc chất  hóa . heterochromatin hóa,n,danh từ
39216,lysogenic,sinh lysin,a,tính từ
39216,lysogenic,lysogenicity,a,tính từ
39222,macroadenoma,u tuyến lớn (kính trên 10 mm),n,danh từ
39241,masseur,kỹ thuật viên xoa bóp.,French,tiếng Pháp
39241,masseur,dụng cu xoa bóp,French,tiếng Pháp
39246,matching,ghép cặp,n,danh từ
39246,matching,so nghiệm,n,danh từ
39251,maturate,chín,v,động từ
39251,maturate,mưng mủ,v,động từ
39252,maturation,chín muồi. thành thục,n,danh từ
39252,maturation,giảm phân .,n,danh từ
39252,maturation,mưng mủ,n,danh từ
39253,meal,bữa ăn.,n,danh từ
39253,meal,bột,n,danh từ
39267,medium,môi trường.,n,danh từ
39267,medium,phương tiện. cách,n,danh từ
